post_id,user_id,receiver_id,post_type,post_text,posttime ,visible
429,729,913,messages,Is there anything else I can do for you?,2023-06-10 02:51:28,true
430,398,766,messages,Please wait a moment.,2023-07-26 05:26:44,true
431,231,924,messages,Hello,2023-10-08 10:08:56,true
432,596,747,messages,How can I assist you?,2023-08-08 15:46:07,true
433,453,481,messages,How can I assist you?,2023-06-12 12:09:39,false
434,229,953,messages,Thank you for your patience.,2023-04-28 17:33:37,false
435,258,119,messages,Let me check that for you.,2023-01-17 19:02:08,true
436,600,947,messages,I can't help with that.,2023-04-02 12:20:20,true
437,783,470,messages,Please wait a moment.,2022-11-22 20:49:17,false
438,593,641,messages,How can I assist you?,2023-05-06 06:14:50,true
439,305,436,messages,Sorry for the inconvenience.,2023-09-01 19:54:33,true
440,697,807,messages,I'm here to help.,2023-05-27 15:05:11,false
441,826,770,messages,I'm here to help.,2023-10-02 12:28:38,true
442,511,351,messages,Have a great day!,2023-05-14 17:29:22,false
443,951,904,messages,how are you?,2023-04-05 15:03:55,true
444,783,570,messages,how are you?,2023-08-19 06:50:04,false
445,705,704,messages,Sorry for the inconvenience.,2023-01-17 05:29:13,false
446,163,63,messages,I can't help with that.,2023-07-13 05:47:16,true
447,650,225,messages,How can I assist you?,2023-05-26 20:23:06,false
448,337,295,messages,Thank you for your patience.,2023-01-19 20:45:44,false
449,512,212,messages,Hello,2023-01-24 16:17:31,false
450,324,400,messages,I can't help with that.,2023-06-25 11:29:59,true
451,494,700,messages,how are you?,2023-07-30 13:49:28,false
452,734,913,messages,I'm here to help.,2023-01-07 06:10:30,true
453,55,11,messages,How can I assist you?,2023-03-02 07:11:25,false
454,333,244,messages,Please wait a moment.,2023-04-17 20:17:24,false
455,277,807,messages,Thank you for your patience.,2023-10-07 00:26:41,false
456,185,651,messages,Hello,2022-11-21 20:20:12,false
457,376,891,messages,Sorry for the inconvenience.,2023-03-31 18:53:08,true
458,736,367,messages,how are you?,2023-09-20 02:36:28,false
459,368,422,messages,Is there anything else I can do for you?,2023-05-16 05:45:05,true
460,150,558,messages,I'm sorry,2023-04-15 16:42:26,false
461,314,120,messages,Let me check that for you.,2023-09-03 04:03:50,true
462,328,191,messages,Thank you for your patience.,2023-08-09 07:39:34,true
463,189,189,messages,I'm here to help.,2023-02-02 14:55:56,false
464,894,919,messages,I'm here to help.,2022-11-10 10:22:00,true
465,554,371,messages,Please wait a moment.,2023-02-21 17:16:13,true
466,6,64,messages,I'm sorry,2023-05-10 07:05:30,true
467,522,530,messages,how are you?,2023-08-25 10:33:07,false
468,798,501,messages,Hello,2023-02-14 15:43:04,true
469,486,637,messages,how are you?,2023-05-18 23:06:04,false
470,644,457,messages,I'm sorry,2023-03-28 05:07:44,false
471,934,160,messages,I'm here to help.,2022-11-06 12:23:50,false
472,909,345,messages,I'm here to help.,2022-12-10 03:33:52,false
473,214,918,messages,Sorry for the inconvenience.,2023-05-21 09:31:32,false
474,930,396,messages,I can't help with that.,2023-08-13 08:11:49,false
475,141,480,messages,Hello,2022-11-24 02:27:56,true
476,629,265,messages,How can I assist you?,2023-05-31 21:55:31,true
477,900,960,messages,Have a great day!,2023-02-28 06:22:09,true
478,40,275,messages,Have a great day!,2023-09-04 20:42:32,false
479,679,246,messages,How can I assist you?,2023-01-03 03:54:44,false
480,459,108,messages,Is there anything else I can do for you?,2023-05-18 09:16:00,false
481,310,869,messages,Is there anything else I can do for you?,2023-02-19 21:55:56,true
482,15,833,messages,Please wait a moment.,2023-08-13 17:04:41,true
483,40,312,messages,Is there anything else I can do for you?,2023-01-07 15:35:17,false
484,558,668,messages,I'm here to help.,2023-03-26 04:34:32,true
485,467,490,messages,Is there anything else I can do for you?,2023-06-05 09:29:59,false
486,139,302,messages,Have a great day!,2022-12-01 09:27:56,false
487,200,820,messages,Sorry for the inconvenience.,2023-01-05 16:47:52,false
488,405,871,messages,Let me check that for you.,2022-12-04 01:21:25,false
489,477,498,messages,how are you?,2023-07-05 07:50:51,false
490,692,878,messages,How can I assist you?,2023-01-08 08:15:25,true
491,560,85,messages,Thank you for your patience.,2023-02-01 12:01:04,false
492,827,527,messages,Please wait a moment.,2023-09-20 18:24:16,false
493,623,39,messages,I'm sorry,2023-06-25 21:09:46,false
494,309,172,messages,I'm sorry,2022-12-15 11:17:26,false
495,293,847,messages,I'm here to help.,2023-01-25 18:08:28,true
496,928,623,messages,how are you?,2023-03-17 01:55:32,true
497,205,173,messages,Thank you for your patience.,2023-07-21 16:11:33,false
498,353,815,messages,Is there anything else I can do for you?,2022-12-14 03:32:59,true
499,256,657,messages,I'm here to help.,2023-08-04 09:51:35,true
500,597,599,messages,how are you?,2022-11-15 20:36:16,false
501,681,656,messages,Please wait a moment.,2023-08-21 13:33:16,true
502,598,71,messages,Thank you for your patience.,2023-03-07 17:07:54,true
503,691,63,messages,How can I assist you?,2023-03-18 18:42:08,true
504,907,581,messages,Have a great day!,2023-07-20 01:34:18,false
505,842,704,messages,I'm here to help.,2023-02-13 17:50:33,true
506,968,96,messages,Please wait a moment.,2023-04-03 03:10:53,false
507,732,754,messages,how are you?,2023-06-02 18:45:25,false
508,121,155,messages,Sorry for the inconvenience.,2023-02-08 17:05:10,true
509,585,746,messages,how are you?,2023-05-01 02:26:29,true
510,586,952,messages,How can I assist you?,2023-04-25 06:27:24,false
511,911,275,messages,Please wait a moment.,2022-10-29 17:53:30,true
512,406,452,messages,Please wait a moment.,2022-12-30 19:36:46,true
513,525,198,messages,I can't help with that.,2023-04-05 12:27:37,false
514,225,381,messages,Hello,2023-06-03 13:34:24,true
515,357,335,messages,Have a great day!,2023-08-24 14:10:00,true
516,701,94,messages,how are you?,2023-03-17 09:46:32,true
517,248,801,messages,How can I assist you?,2022-11-24 00:22:10,false
518,536,270,messages,I'm here to help.,2023-03-23 22:02:11,true
519,951,834,messages,Please wait a moment.,2022-10-29 13:31:00,false
520,59,600,messages,I can't help with that.,2023-03-11 20:59:40,true
521,914,279,messages,Thank you for your patience.,2023-06-11 00:35:57,false
522,361,734,messages,Hello,2023-09-30 11:11:19,false
523,222,119,messages,Please wait a moment.,2023-02-07 13:43:08,true
524,20,755,messages,Thank you for your patience.,2022-11-08 22:14:25,false
525,804,379,messages,I'm sorry,2023-04-05 03:07:46,false
526,523,479,messages,Thank you for your patience.,2023-02-09 04:09:50,false
527,338,167,messages,How can I assist you?,2023-04-24 05:54:21,true
528,109,100,messages,Hello,2023-02-01 21:29:02,true
529,790,402,messages,Please wait a moment.,2022-12-18 12:57:35,true
530,196,697,messages,Is there anything else I can do for you?,2023-01-06 15:46:36,false
531,860,887,messages,Is there anything else I can do for you?,2023-03-16 03:59:37,true
532,294,894,messages,Let me check that for you.,2022-12-27 07:00:27,false
533,60,908,messages,Have a great day!,2023-01-22 07:28:20,true
534,204,277,messages,Thank you for your patience.,2022-12-18 22:32:27,false
535,550,297,messages,how are you?,2023-03-24 19:23:48,true
536,358,731,messages,Sorry for the inconvenience.,2023-08-16 08:03:55,true
537,763,128,messages,Have a great day!,2022-12-20 09:29:22,false
538,340,581,messages,Is there anything else I can do for you?,2022-12-27 01:47:50,false
539,791,440,messages,How can I assist you?,2023-04-19 10:36:44,true
540,690,645,messages,Hello,2023-06-02 11:22:05,true
541,537,778,messages,Sorry for the inconvenience.,2023-08-29 23:26:11,false
542,653,664,messages,Is there anything else I can do for you?,2023-09-29 13:49:14,false
543,873,962,messages,Sorry for the inconvenience.,2022-11-14 23:08:22,false
544,456,461,messages,Have a great day!,2023-03-30 06:46:14,false
545,975,443,messages,I'm sorry,2023-06-07 22:26:07,true
546,495,380,messages,I'm here to help.,2023-03-23 12:48:51,false
547,257,65,messages,How can I assist you?,2023-08-09 19:34:48,true
548,548,600,messages,I'm here to help.,2023-08-19 01:18:42,false
549,861,140,messages,I can't help with that.,2022-12-13 01:13:09,true
550,537,310,messages,How can I assist you?,2023-04-23 21:29:27,false
551,191,196,messages,Sorry for the inconvenience.,2022-12-14 08:04:40,false
552,109,695,messages,I'm sorry,2023-08-13 20:32:58,true
553,11,685,messages,Have a great day!,2022-12-30 02:37:46,true
554,938,381,messages,I'm sorry,2023-03-26 15:41:28,false
555,939,363,messages,I can't help with that.,2022-12-08 00:34:58,true
556,337,261,messages,I'm here to help.,2022-12-22 07:01:08,true
557,210,952,messages,Please wait a moment.,2022-10-30 04:26:53,false
558,529,888,messages,Please wait a moment.,2022-12-11 07:51:47,false
559,293,468,messages,Please wait a moment.,2022-12-21 04:57:40,true
560,339,927,messages,Hello,2022-11-09 00:10:05,false
561,24,574,messages,how are you?,2022-12-22 19:21:11,false
562,926,811,messages,Hello,2023-09-10 17:50:33,false
563,283,868,messages,How can I assist you?,2023-05-21 13:49:36,true
564,831,65,messages,Please wait a moment.,2023-08-10 09:02:04,false
565,850,696,messages,Let me check that for you.,2023-01-20 04:59:28,false
566,332,845,messages,I'm sorry,2023-07-14 03:49:32,true
567,724,614,messages,I'm sorry,2023-09-24 08:50:25,false
568,270,591,messages,I can't help with that.,2022-10-16 07:37:57,true
569,853,62,messages,Is there anything else I can do for you?,2023-05-05 07:40:24,true
570,759,511,messages,Let me check that for you.,2023-03-19 11:12:56,false
571,452,189,messages,Sorry for the inconvenience.,2023-07-17 02:48:30,true
572,983,303,messages,Please wait a moment.,2023-02-09 05:53:53,false
573,70,430,messages,Sorry for the inconvenience.,2023-02-10 10:10:50,false
574,54,622,messages,How can I assist you?,2023-04-02 21:26:19,false
575,132,75,messages,How can I assist you?,2022-12-14 09:21:32,true
576,347,825,messages,Please wait a moment.,2023-04-30 16:45:55,false
577,826,216,messages,I'm here to help.,2023-06-19 20:53:07,true
578,336,486,messages,I can't help with that.,2023-07-02 21:48:54,false
579,659,796,messages,I can't help with that.,2023-05-04 14:48:13,false
580,374,415,messages,Hello,2023-03-08 00:54:35,true
581,659,464,messages,I'm sorry,2023-06-06 12:16:42,true
582,434,609,messages,how are you?,2022-10-31 05:28:01,true
583,396,799,messages,Thank you for your patience.,2022-12-02 20:30:57,false
584,421,108,messages,Please wait a moment.,2023-06-09 23:30:47,true
585,110,122,messages,I'm here to help.,2023-09-16 08:52:43,false
586,183,108,messages,I can't help with that.,2023-05-04 14:37:25,true
587,289,438,messages,Thank you for your patience.,2023-08-14 15:00:07,true
588,125,705,messages,I can't help with that.,2023-03-11 20:54:37,false
589,746,611,messages,I'm sorry,2023-01-29 23:54:43,true
590,538,162,messages,I'm here to help.,2022-10-17 00:32:06,true
591,566,740,messages,how are you?,2022-12-27 00:23:34,false
592,227,945,messages,Is there anything else I can do for you?,2023-01-03 09:11:17,false
593,612,978,messages,Thank you for your patience.,2023-10-13 10:43:32,true
594,973,654,messages,Is there anything else I can do for you?,2023-05-22 19:33:26,false
595,859,883,messages,Hello,2023-08-07 10:47:50,true
596,635,632,messages,Thank you for your patience.,2023-03-18 03:20:22,true
597,495,817,messages,How can I assist you?,2023-01-12 11:56:11,false
598,410,391,messages,Is there anything else I can do for you?,2023-02-26 13:47:36,false
599,795,440,messages,Please wait a moment.,2023-06-30 07:39:39,true
600,44,771,messages,Have a great day!,2023-02-10 11:49:22,false
601,910,111,messages,I'm here to help.,2023-06-18 00:10:36,false
602,24,217,messages,Sorry for the inconvenience.,2023-04-28 13:57:27,true
603,732,56,messages,I can't help with that.,2022-12-06 00:21:19,false
604,376,766,messages,how are you?,2023-07-30 06:05:11,true
605,54,282,messages,I can't help with that.,2023-06-15 22:53:26,false
606,824,152,messages,Hello,2023-09-05 14:53:42,false
607,934,809,messages,I can't help with that.,2023-06-13 00:43:33,true
608,992,53,messages,Please wait a moment.,2023-10-15 11:27:00,false
609,120,538,messages,Hello,2023-09-11 05:50:00,false
610,728,289,messages,Sorry for the inconvenience.,2023-07-24 23:41:59,true
611,469,43,messages,Hello,2023-05-19 05:33:05,true
612,967,832,messages,Sorry for the inconvenience.,2023-05-01 01:00:57,false
613,695,111,messages,Hello,2023-07-10 15:50:27,false
614,622,528,messages,I'm here to help.,2023-10-13 08:29:58,true
615,177,150,messages,how are you?,2023-08-31 02:20:45,true
616,905,577,messages,Let me check that for you.,2023-05-27 05:38:16,false
617,341,541,messages,Hello,2022-11-14 14:56:01,true
618,413,540,messages,I can't help with that.,2023-02-19 06:23:32,false
619,816,818,messages,Please wait a moment.,2022-11-24 14:45:31,true
620,261,56,messages,how are you?,2023-03-29 09:47:54,false
621,300,524,messages,how are you?,2023-01-31 01:09:05,true
622,274,5,messages,Thank you for your patience.,2023-06-23 20:29:24,false
623,941,115,messages,Hello,2023-03-15 02:09:50,true
624,658,981,messages,Sorry for the inconvenience.,2023-10-01 11:22:35,false
625,914,880,messages,I'm here to help.,2022-12-18 04:06:29,true
626,651,305,messages,Have a great day!,2023-10-04 05:10:25,true
627,346,92,messages,Thank you for your patience.,2023-09-01 20:22:13,true
628,938,183,messages,Hello,2022-10-29 20:51:33,false
629,827,268,messages,I can't help with that.,2023-09-13 12:45:11,false
630,216,654,messages,Thank you for your patience.,2023-09-10 18:30:10,true
631,840,19,messages,Please wait a moment.,2023-05-08 02:16:40,true
632,990,498,messages,I can't help with that.,2023-07-15 05:24:57,false
633,65,348,messages,how are you?,2023-09-19 02:15:05,false
634,808,686,messages,Thank you for your patience.,2023-03-09 10:01:12,false
635,326,258,messages,I'm here to help.,2023-08-29 14:56:27,false
636,13,648,messages,Is there anything else I can do for you?,2023-06-21 13:04:07,true
637,955,830,messages,How can I assist you?,2022-12-29 05:12:16,true
638,328,464,messages,how are you?,2023-03-21 07:40:11,true
639,676,839,messages,I can't help with that.,2022-11-25 18:06:04,true
640,657,719,messages,Thank you for your patience.,2023-10-07 21:15:13,true
641,539,426,messages,Thank you for your patience.,2022-11-17 20:02:49,false
642,792,680,messages,How can I assist you?,2023-03-22 11:32:07,false
643,624,549,messages,how are you?,2023-03-05 00:41:46,false
644,29,832,messages,how are you?,2023-03-20 10:28:51,false
645,443,490,messages,I'm sorry,2023-06-15 06:53:20,false
646,612,897,messages,Sorry for the inconvenience.,2023-09-28 01:48:07,true
647,865,210,messages,Let me check that for you.,2023-04-17 11:27:07,false
648,299,508,messages,Let me check that for you.,2023-04-10 00:10:51,false
649,997,576,messages,I'm here to help.,2023-03-05 06:53:19,false
650,9,732,messages,How can I assist you?,2023-03-06 06:18:28,false
651,345,625,messages,Have a great day!,2022-11-04 17:37:13,false
652,124,775,messages,I'm here to help.,2023-07-07 17:58:43,true
653,700,67,messages,how are you?,2023-01-15 16:34:51,true
654,68,661,messages,I can't help with that.,2022-11-29 14:21:10,false
655,789,503,messages,Sorry for the inconvenience.,2023-10-11 17:09:44,true
656,873,251,messages,Please wait a moment.,2023-07-07 03:17:42,true
657,738,484,messages,How can I assist you?,2023-03-27 09:01:04,false
658,111,298,messages,Hello,2023-02-23 10:58:52,true
659,465,363,messages,Thank you for your patience.,2023-05-28 08:40:12,false
660,550,963,messages,How can I assist you?,2023-09-18 04:04:37,true
661,424,992,messages,Thank you for your patience.,2023-02-04 15:28:49,true
662,786,716,messages,Thank you for your patience.,2023-08-24 10:26:17,false
663,768,394,messages,I can't help with that.,2023-05-17 00:53:23,true
664,656,795,messages,I'm here to help.,2023-06-20 16:51:43,false
665,252,700,messages,Let me check that for you.,2022-11-22 05:19:38,false
666,824,844,messages,How can I assist you?,2023-02-15 00:05:42,false
667,577,972,messages,Thank you for your patience.,2023-10-08 16:15:31,true
668,281,493,messages,Hello,2022-12-07 19:18:19,false
669,824,148,messages,Sorry for the inconvenience.,2023-03-04 11:05:12,false
670,642,88,messages,Hello,2023-08-11 03:34:16,true
671,545,659,messages,how are you?,2023-09-17 18:32:23,false
672,955,799,messages,Sorry for the inconvenience.,2023-09-20 04:25:18,false
673,206,752,messages,Have a great day!,2023-04-15 08:22:32,false
674,675,817,messages,Have a great day!,2023-05-23 11:30:10,true
675,228,993,messages,Thank you for your patience.,2023-08-16 17:30:01,false
676,43,956,messages,I can't help with that.,2023-08-17 06:41:12,false
677,184,849,messages,Thank you for your patience.,2023-07-25 17:35:13,false
678,851,198,messages,How can I assist you?,2023-10-03 09:24:20,true
679,358,125,messages,I'm here to help.,2023-05-25 11:25:05,true
680,708,416,messages,I'm here to help.,2023-01-31 14:00:38,false
681,549,267,messages,Please wait a moment.,2023-10-10 20:01:11,true
682,481,212,messages,I can't help with that.,2023-09-24 14:33:10,false
683,4,389,messages,Let me check that for you.,2023-09-28 13:34:17,false
684,851,227,messages,Please wait a moment.,2023-01-15 10:50:54,false
685,585,467,messages,Have a great day!,2023-07-07 03:05:23,true
686,483,982,messages,Is there anything else I can do for you?,2023-01-18 03:01:22,false
687,552,385,messages,Is there anything else I can do for you?,2022-11-25 10:36:38,false
688,194,181,messages,How can I assist you?,2022-12-22 11:25:07,false
689,158,77,messages,Please wait a moment.,2022-11-08 08:16:48,true
690,52,711,messages,How can I assist you?,2023-06-08 03:51:24,false
691,97,230,messages,Thank you for your patience.,2023-09-08 05:34:46,true
692,852,473,messages,Thank you for your patience.,2023-03-15 00:34:30,false
693,6,740,messages,Let me check that for you.,2023-10-14 07:45:22,false
694,637,344,messages,I can't help with that.,2023-02-14 02:28:10,true
695,822,97,messages,I'm sorry,2023-09-29 22:35:55,false
696,463,547,messages,Thank you for your patience.,2023-06-30 12:26:45,false
697,102,20,messages,Have a great day!,2022-10-20 16:53:28,false
698,717,74,messages,How can I assist you?,2023-06-18 18:32:45,false
699,10,938,messages,how are you?,2023-09-29 12:58:19,true
700,278,92,messages,I'm sorry,2023-05-30 03:22:31,false
701,210,122,messages,Please wait a moment.,2023-05-25 04:35:54,true
702,859,201,messages,How can I assist you?,2023-08-04 05:46:53,false
703,214,839,messages,I can't help with that.,2023-08-31 07:50:52,true
704,723,280,messages,I'm sorry,2023-06-14 03:53:30,false
705,541,947,messages,how are you?,2023-06-22 10:28:39,true
706,662,130,messages,Hello,2023-01-25 02:20:49,true
707,371,101,messages,Sorry for the inconvenience.,2023-03-01 13:04:28,false
708,268,675,messages,I'm here to help.,2023-02-08 20:02:55,false
709,108,448,messages,How can I assist you?,2023-07-01 17:44:47,false
710,507,450,messages,I can't help with that.,2023-04-30 05:13:05,false
711,330,756,messages,Thank you for your patience.,2023-07-28 12:48:56,true
712,908,737,messages,Have a great day!,2023-08-13 14:40:30,false
713,502,598,messages,I'm sorry,2022-12-15 07:10:54,true
714,846,499,messages,Thank you for your patience.,2023-07-23 07:52:48,false
715,910,446,messages,Have a great day!,2023-03-27 23:41:54,false
716,490,745,messages,Let me check that for you.,2023-04-29 18:02:18,false
717,573,548,messages,Hello,2023-08-31 15:45:27,true
718,979,963,messages,Sorry for the inconvenience.,2023-03-18 04:57:46,false
719,849,316,messages,Hello,2023-10-14 03:48:07,false
720,917,524,messages,Sorry for the inconvenience.,2022-10-28 05:35:42,false
721,502,701,messages,Hello,2023-06-24 21:19:06,false
722,264,397,messages,I can't help with that.,2023-09-07 00:58:38,true
723,867,898,messages,I can't help with that.,2023-04-13 17:30:23,true
724,699,379,messages,Sorry for the inconvenience.,2023-05-10 17:22:17,true
725,62,619,messages,how are you?,2023-05-27 22:18:32,false
726,93,82,messages,How can I assist you?,2023-04-23 16:47:52,true
727,431,393,messages,I'm here to help.,2023-03-17 10:11:15,true
728,805,872,messages,Let me check that for you.,2023-08-11 04:42:52,true
729,602,886,messages,I can't help with that.,2023-07-27 16:47:26,false
730,89,329,messages,Let me check that for you.,2023-04-20 13:28:57,true
731,99,529,messages,I'm here to help.,2023-02-13 22:55:20,true
732,120,221,messages,I'm sorry,2023-09-04 06:48:39,true
733,761,290,messages,Sorry for the inconvenience.,2023-09-19 10:03:12,false
734,344,73,messages,Have a great day!,2023-09-10 13:03:44,false
735,178,288,messages,Is there anything else I can do for you?,2023-07-26 01:00:53,true
736,710,997,messages,how are you?,2022-11-04 00:07:28,false
737,855,800,messages,Sorry for the inconvenience.,2023-05-27 01:47:21,false
738,412,945,messages,Is there anything else I can do for you?,2022-11-03 08:42:17,false
739,232,420,messages,Let me check that for you.,2022-11-10 16:34:30,false
740,249,494,messages,I can't help with that.,2023-01-04 09:37:05,true
741,858,915,messages,I'm here to help.,2023-08-13 12:25:05,true
742,74,959,messages,Is there anything else I can do for you?,2023-02-17 00:43:19,false
743,379,340,messages,Sorry for the inconvenience.,2023-04-02 11:07:57,true
744,530,664,messages,I'm sorry,2023-03-30 12:48:35,false
745,521,936,messages,How can I assist you?,2023-07-27 17:03:26,true
746,811,185,messages,Please wait a moment.,2023-08-18 13:53:33,false
747,617,864,messages,Thank you for your patience.,2023-09-11 08:42:41,true
748,370,876,messages,Please wait a moment.,2022-12-15 20:05:14,false
749,3,874,messages,Please wait a moment.,2023-07-18 03:05:09,false
750,940,581,messages,Please wait a moment.,2023-10-03 06:58:17,false
751,642,453,messages,I can't help with that.,2023-07-08 05:11:25,true
752,422,373,messages,Thank you for your patience.,2023-06-21 06:04:16,false
753,948,201,messages,I'm sorry,2023-04-28 09:24:21,false
754,213,454,messages,How can I assist you?,2023-02-24 02:10:55,true
755,489,303,messages,I'm sorry,2022-11-24 15:47:53,true
756,79,490,messages,How can I assist you?,2023-06-12 04:50:55,false
757,294,832,messages,Sorry for the inconvenience.,2023-07-09 03:04:38,false
758,751,392,messages,I'm here to help.,2023-08-12 02:16:10,false
759,889,965,messages,I'm sorry,2022-10-29 17:25:58,false
760,103,764,messages,I'm here to help.,2022-12-29 16:14:51,false
761,132,38,messages,I'm here to help.,2023-08-26 10:01:02,false
762,629,816,messages,Hello,2023-08-02 17:50:02,false
763,565,369,messages,Sorry for the inconvenience.,2023-01-04 18:55:55,true
764,841,445,messages,I'm here to help.,2023-04-27 14:28:20,true
765,399,432,messages,I can't help with that.,2023-01-12 22:00:45,true
766,402,590,messages,Sorry for the inconvenience.,2023-01-31 23:13:42,true
767,282,128,messages,Thank you for your patience.,2023-07-19 20:03:34,true
768,353,508,messages,I can't help with that.,2023-01-03 05:52:35,false
769,199,425,messages,Is there anything else I can do for you?,2023-02-26 00:12:36,true
770,770,474,messages,How can I assist you?,2023-09-02 19:25:28,true
771,458,698,messages,Have a great day!,2023-08-03 03:51:48,true
772,300,384,messages,Please wait a moment.,2023-06-26 23:55:17,false
773,161,51,messages,how are you?,2023-08-08 01:50:33,true
774,320,699,messages,I'm here to help.,2023-09-09 23:47:51,true
775,137,283,messages,How can I assist you?,2023-10-15 23:56:41,false
776,615,412,messages,I'm here to help.,2023-01-12 09:33:42,false
777,168,19,messages,I'm here to help.,2023-07-03 20:42:42,false
778,682,377,messages,I'm here to help.,2023-04-23 08:47:26,true
779,411,57,messages,Hello,2023-07-05 13:22:31,false
780,298,397,messages,Sorry for the inconvenience.,2023-07-18 20:55:03,false
781,835,903,messages,Thank you for your patience.,2023-03-22 02:04:05,false
782,346,964,messages,Sorry for the inconvenience.,2023-09-01 20:09:58,false
783,653,250,messages,Please wait a moment.,2022-12-26 00:55:20,false
784,492,207,messages,Have a great day!,2022-11-23 07:23:07,true
785,601,147,messages,Is there anything else I can do for you?,2023-01-31 10:37:24,false
786,911,655,messages,How can I assist you?,2023-05-18 04:38:28,true
787,422,56,messages,I'm here to help.,2023-07-10 16:29:10,false
788,309,884,messages,I can't help with that.,2023-04-17 13:01:12,false
789,597,892,messages,how are you?,2023-08-03 01:38:45,true
790,218,846,messages,Have a great day!,2023-08-02 13:38:35,true
791,1,700,messages,Sorry for the inconvenience.,2023-03-10 13:25:09,false
792,323,998,messages,Thank you for your patience.,2023-05-15 02:44:00,false
793,899,514,messages,Have a great day!,2022-11-06 21:28:51,false
794,288,810,messages,I'm sorry,2023-04-05 23:48:11,false
795,825,562,messages,I'm here to help.,2023-05-23 16:59:06,false
796,404,458,messages,how are you?,2022-12-31 18:53:02,false
797,876,276,messages,Hello,2023-09-12 16:00:15,false
798,559,582,messages,I'm sorry,2023-06-29 22:26:17,false
799,709,752,messages,Sorry for the inconvenience.,2022-10-19 20:00:00,false
800,627,270,messages,how are you?,2023-06-13 07:12:13,true
801,100,7,messages,Let me check that for you.,2023-08-18 05:03:44,true
802,198,593,messages,Is there anything else I can do for you?,2023-06-12 07:15:03,false
803,163,832,messages,Thank you for your patience.,2023-08-15 05:18:38,true
804,602,927,messages,I can't help with that.,2023-02-27 18:19:49,false
805,433,353,messages,Sorry for the inconvenience.,2023-07-03 06:45:53,true
806,859,587,messages,Thank you for your patience.,2023-05-25 08:19:32,true
807,138,177,messages,How can I assist you?,2022-11-23 11:32:29,false
808,791,382,messages,Thank you for your patience.,2023-08-12 03:53:17,true
809,264,571,messages,Please wait a moment.,2023-08-21 19:11:25,false
810,949,290,messages,Please wait a moment.,2022-12-06 00:49:32,true
811,270,141,messages,I'm sorry,2023-06-25 10:16:15,false
812,643,355,messages,Please wait a moment.,2022-12-02 00:12:33,false
813,408,773,messages,Please wait a moment.,2022-12-11 12:26:21,false
814,719,761,messages,how are you?,2023-06-20 17:32:05,false
815,808,742,messages,I'm sorry,2023-09-23 02:31:50,false
816,170,629,messages,Have a great day!,2023-07-06 08:07:03,true
817,638,740,messages,Sorry for the inconvenience.,2023-08-28 17:45:40,true
818,608,811,messages,I can't help with that.,2023-07-04 01:55:12,false
819,672,712,messages,I'm sorry,2023-09-26 08:50:20,false
820,389,435,messages,Let me check that for you.,2023-09-03 01:26:25,false
821,489,599,messages,how are you?,2023-08-08 12:15:34,true
822,763,699,messages,Sorry for the inconvenience.,2023-07-24 08:29:40,false
823,729,747,messages,how are you?,2023-04-27 03:44:42,true
824,292,203,messages,how are you?,2022-12-02 13:08:29,false
825,260,584,messages,Have a great day!,2023-03-22 13:32:27,false
826,419,248,messages,Let me check that for you.,2023-06-12 15:08:39,true
827,374,266,messages,How can I assist you?,2023-03-28 00:28:11,false
828,304,938,messages,Thank you for your patience.,2023-02-26 03:12:07,true
829,385,63,messages,Thank you for your patience.,2023-05-31 10:40:20,false
830,402,708,messages,Hello,2023-08-31 10:22:16,false
831,87,241,messages,I'm sorry,2022-11-15 16:24:46,false
832,539,672,messages,How can I assist you?,2023-01-25 10:02:43,false
833,650,633,messages,Have a great day!,2023-05-09 00:32:32,true
834,590,723,messages,Have a great day!,2023-10-10 07:09:28,false
835,271,519,messages,How can I assist you?,2023-02-03 05:18:18,false
836,736,520,messages,Thank you for your patience.,2023-05-07 04:08:18,true
837,508,648,messages,How can I assist you?,2023-06-04 02:34:54,true
838,134,996,messages,Is there anything else I can do for you?,2022-12-29 02:59:50,false
839,248,475,messages,how are you?,2023-01-01 03:27:54,false
840,639,545,messages,I'm sorry,2023-08-28 05:00:53,true
841,385,9,messages,Thank you for your patience.,2022-12-19 04:56:42,false
842,143,821,messages,Please wait a moment.,2023-05-09 03:24:09,false
843,741,697,messages,Let me check that for you.,2023-10-06 21:31:53,false
844,179,191,messages,I'm here to help.,2022-12-11 11:33:15,false
845,196,305,messages,Is there anything else I can do for you?,2023-02-11 09:13:56,false
846,942,213,messages,Please wait a moment.,2023-03-13 20:59:54,false
847,2,841,messages,Sorry for the inconvenience.,2022-12-20 06:03:29,true
848,279,574,messages,Let me check that for you.,2023-08-16 09:10:43,false
849,315,913,messages,I'm here to help.,2023-10-12 19:58:21,false
850,601,345,messages,I'm here to help.,2023-02-28 00:53:39,true
851,534,398,messages,I'm sorry,2023-07-09 08:21:41,false
852,796,505,messages,how are you?,2023-08-04 02:56:27,false
853,549,886,messages,Let me check that for you.,2022-10-29 11:26:15,true
854,922,960,messages,Please wait a moment.,2023-10-08 01:31:04,true
855,497,683,messages,I'm sorry,2023-02-22 15:23:43,true
856,297,737,messages,I'm here to help.,2023-09-05 10:54:15,true
857,415,226,messages,How can I assist you?,2023-09-20 11:32:58,true
858,268,384,messages,Have a great day!,2023-09-06 01:01:16,true
859,100,38,messages,how are you?,2023-02-20 23:19:14,true
